PLAYER_NAME,GP,availability_rate,FT_PCT,total_score,z_pts,z_ast,z_reb,z_stl,z_blk,z_fg_pct,z_ft_pct,z_fg3m,z_tov
Pascal Siakam,78,0.9512195121951219,0.734,5.5441247925229895,1.7238635645685976,0.7232455861495094,1.3652250982058227,0.5499010324329743,0.23894382289910904,0.6363895755263711,0.06871047695724729,0.612983508572468,-0.3751378727891094
Alperen Sengun,76,0.926829268292683,0.692,5.5198141049424665,1.5562441447979771,1.548389427585957,2.76995038008487,1.0250622890075567,0.9791926535502511,0.4355835387593156,-0.14102805648563208,-0.8296633297700533,-1.8239169425877744
Zion Williamson,30,0.36585365853658536,0.656,5.516732461495941,2.3943412436510805,1.7684277853023427,1.489171446606915,1.2626429172948475,1.2259422637672983,1.0554630435619643,-0.3208039422938138,-1.0516089972073643,-2.3068432991873293
Jordan Poole,68,0.8292682926829268,0.883,5.448495206874499,1.7695779517787669,1.3283510698695709,-0.24607743100837867,1.5002235455821387,-0.007805787317938198,-0.12318108528814281,0.8127828932188902,2.721467349226922,-2.3068432991873293
Onyeka Okongwu,74,0.9024390243902439,0.759,5.391786636541283,0.6876707878047609,0.11814010242944796,2.191534087546439,0.5499010324329743,1.2259422637672983,1.0554630435619643,0.19355484210181834,-0.496744828614087,-0.13367469448933197
Cameron Johnson,57,0.6951219512195121,0.893,5.389178409643394,1.5105297575878078,0.7232455861495094,0.2910234120630217,0.5499010324329743,-0.007805787317938198,0.25223889649374315,0.8627206392767186,1.9446575131963333,-0.7373326402387756
Jalen Duren,78,0.9512195121951219,0.669,5.337171679295572,0.4438607226838581,0.33817846014583414,2.76995038008487,0.07473977585839191,1.7194414842013932,2.1468001999046566,-0.2558848724186369,-1.1625818309260199,-0.7373326402387756
Isaiah Hartenstein,57,0.6951219512195121,0.675,5.3145460675530956,0.35243194826351937,0.9432839438658953,2.9352121779529927,0.3123204041456832,1.7194414842013932,1.177692805072346,-0.22592222478393983,-1.1625818309260199,-0.7373326402387756
Paolo Banchero,46,0.5609756097560976,0.727,5.221194016973081,2.5924369215618137,1.4933798381568602,1.6131177950080076,0.3123204041456832,0.4856934331161563,0.05143285972668809,0.033754054716767394,0.9459020097284342,-2.3068432991873293
Dereck Lively II,36,0.43902439024390244,0.63,5.1560350453388315,-0.028521278487891235,0.1731496918585445,1.6131177950080076,-0.16284085242889915,2.9531895352866298,2.234107172412072,-0.4506420820441677,-1.1625818309260199,-0.01294310533944339
Chris Paul,82,1.0,0.924,5.115877799452868,-0.013283149417834596,2.9236291633133695,0.0018152657938061924,1.5002235455821387,-0.2545553975349856,-0.16683457154185055,1.0175276520559866,0.7239563422911233,-0.6166010510888871
Joel Embiid,19,0.23170731707317074,0.882,5.093225769257826,2.272436211090629,1.3283510698695709,1.9023259412772227,0.07473977585839191,1.2259422637672983,-0.01841271827924427,0.8077891186131073,0.16909217369784588,-2.669038066636995
Payton Pritchard,80,0.975609756097561,0.845,5.081514909244746,0.8248139494352686,0.7782551755786059,0.08444616472786769,0.5499010324329743,-0.5013050077520328,0.2260468047415185,0.6230194581991422,2.388548848070956,0.10778848381044545
Christian Braun,79,0.9634146341463414,0.827,5.0704722560018824,0.9924333692058893,0.2831688707167376,0.6628624572662991,1.0250622890075567,0.23894382289910904,1.1689621078216044,0.5331315152950511,0.05811933997919054,0.10778848381044545
Daniel Gafford,57,0.6951219512195121,0.689,5.057542727751494,0.5200513680341402,-0.3769462024324204,1.3239096487387918,-0.6380021090034812,3.446688755720724,2.234107172412072,-0.1560093803029806,-1.1625818309260199,-0.13367469448933197
Devin Vassell,64,0.7804878048780488,0.792,5.051825729797526,1.1295765308363972,0.448197639004027,0.16707706366192937,1.5002235455821387,0.23894382289910904,-0.027143415529985816,0.35834940409265215,1.6117390120403672,-0.3751378727891094
Jalen Suggs,35,0.4268292682926829,0.882,4.9562583804447,1.1143384017663405,0.888274354436799,0.16707706366192937,1.9753848021567209,1.2259422637672983,-0.3152564248044568,0.8077891186131073,1.2788205108844009,-2.1861117100374403
P.J. Washington,57,0.6951219512195121,0.722,4.947147735162412,0.8857664657154942,0.11814010242944796,1.7370641434091,1.0250622890075567,1.7194414842013932,0.06016355697742964,0.008785181687853187,0.612983508572468,-1.2202589968383308
Keegan Murray,76,0.926829268292683,0.833,4.9300081120643355,0.5352894971041966,-0.3769462024324204,1.282594199271761,0.3123204041456832,1.2259422637672983,-0.01841271827924427,0.5630941629297481,1.0568748434470898,0.34925166211022285
